SNOMED,ICD
703002002,A549
762257007,A549
186946009,A55
238372002,A55
240602008,A55
240603003,A55
240604009,A55
272262003,A55
179101003,A5601
186729003,A5601
236683007,A5601
1084821000119100,A5601
237097008,A5602
447386002,A5602
447402003,A5602
6815003,A5609
188463006,A5609
236745001,A5609
236749007,A5609
237084006,A5609
237106009,A5609
721593006,A5609
189312004,A5611
237039009,A5611
367504009,A5611
447353001,A5611
236767000,A5619
236773004,A5619
428015005,A5619
446471004,A5619
446902002,A5619
236672003,A562
312099009,A562
426165006,A562
426247003,A562
186731007,A563
420910002,A563
446642005,A563
447372001,A563
1163477006,A563
232403001,A564
446594000,A564
722520001,A568
240585002,A57
240586001,A57
240587005,A57
266143009,A57
402954007,A57
402955008,A57
28867007,A58
77106003,A58
240606006,A58
240608007,A58
277499006,A58
81598001,A5901
168348003,A5901
237104007,A5901
71590000,A5902
30116001,A5903
35089004,A5903
197850006,A5903
21955004,A5909
1052324009,A5909
249414000,A598
402143001,A598
56335008,A599
105648001,A599
240600000,A599
423391007,A6000
439912007,A6000
439913002,A6000
440714005,A6000
721585006,A6000
10227000,A6001
402888002,A6001
402889005,A6001
402894005,A6001
402895006,A6001
1137693003,A6001
129670002,A6003
427578006,A6003
27420004,A6004
59819007,A6004
240479006,A6004
278068003,A6004
402890001,A6004
402896007,A6004
723090006,A6004
762259005,A6004
1090421000119100,A6004
1090441000119100,A6004
186537009,A601
240478003,A601
402887007,A601
402893004,A601
737166003,A601
1087111000119100,A601
1090401000119100,A601
33839006,A609
186538004,A609
30415006,A630
240597001,A630
240598006,A630
266113007,A630
298129000,A630
399599006,A630
419266001,A630
426479005,A630
722521002,A630
733132008,A630
236746000,A638
254740002,A638
8098009,A64
72483009,A64
402126004,A64
240686008,A65
240687004,A65
240688009,A65
240689001,A65
240691009,A65
240692002,A65
240693007,A65
271426000,A65
30283007,A660
49442000,A660
12008008,A661
13243006,A661
28343007,A661
78478008,A661
83448006,A661
92361002,A661
92365006,A661
271449003,A661
307215008,A661
23191004,A662
23196009,A662
41080008,A662
240676007,A662
240677003,A662
240678008,A662
240679000,A662
280919009,A662
302814007,A662
1163466000,A662
15634005,A663
53734002,A663
61251002,A663
69008006,A664
186968004,A664
24078009,A665
14425001,A666
19192002,A666
27684000,A666
31969008,A666
36038007,A666
43442006,A666
54549000,A666
72054002,A666
240681003,A666
240682005,A666
11673571000119100,A666
65939004,A667
186971007,A667
266147005,A667
86545000,A668
186973005,A668
70647001,A669
88037009,A669
267769000,A669
268656007,A669
4669001,A670
37160003,A671
76122006,A671
204919003,A671
31772005,A672
34650000,A672
56347002,A672
62558006,A672
402953001,A672
53243005,A673
71104009,A673
73594001,A673
82074004,A673
240685007,A673
22064009,A679
14683004,A680
10301003,A681
68202005,A681
186774005,A681
206598002,A681
209516003,A681
415561000,A681
27578005,A689
31120005,A689
39002001,A689
43626008,A689
52635002,A689
58827009,A689
74873003,A689
78168002,A689
88808006,A689
420079008,A689
14465002,A691
72430001,A691
172697005,A691
173599005,A691
186963008,A691
232417005,A691
232427004,A691
306785007,A691
399050001,A691
415724006,A691
708508006,A691
708516002,A691
712657002,A691
23502006,A6920
69588003,A6920
426637005,A6920
735520000,A6920
840496004,A6920
866066004,A6920
870335005,A6920
230150008,A6921
406563003,A6921
48982009,A6922
715507005,A6922
16077291000119100,A6922
16077211000119100,A6922
240670001,A6923
1142227009,A6923
33937009,A6929
77863005,A6929
232314004,A6929
240671002,A6929
314429009,A6929
410473001,A6929
410474007,A6929
410475008,A6929
460620006,A6929
718373005,A6929
721258000,A6929
788959004,A6929
1163084005,A6929
1163460006,A6929
15964781000119100,A6929
32940002,A698
129668006,A698
205717001,A698
207615004,A698
208545005,A698
240668005,A698
713014002,A698
788974002,A698
41116009,A699
56672005,A70
75116005,A70
81164001,A70
735958007,A70
29976007,A710
27020006,A711
52812002,A711
55555001,A711
15680641000119100,A740
197172005,A7481
237041005,A7481
237043008,A7481
446752000,A7481
788012008,A7481
143511000119105,A7481
406566006,A7489
1163085006,A7489
105629000,A749
240589008,A749
39111003,A750
47761007,A751
25668000,A752
240613006,A752
721757006,A753
186772009,A770
240615004,A770
240616003,A770
240618002,A771
406558002,A771
186781003,A772
68981009,A773
406572006,A7740
240626005,A7741
359747000,A7741
13906002,A7749
85708001,A7749
441554001,A7749
472822008,A778
186771002,A779
32286006,A78
95890006,A78
186788009,A78
233867000,A78
233884006,A78
409552002,A78
409553007,A78
409554001,A78
409556004,A78
409557008,A78
721758001,A78
860842004,A78
82214002,A790
75096007,A791
21013006,A7981
78355003,A7981
22404003,A7989
58213005,A7989
111842002,A7989
186826000,A7989
764104003,A7989
37246009,A799
233621003,A799
409904000,A799
416829003,A799
419868009,A799
186478009,A800
240460008,A800
186479001,A801
186480003,A802
171822009,A8030
186476008,A8030
397928009,A8030
64764001,A8039
446311006,A8039
446957000,A8039
446958005,A8039
447262002,A8039
447378002,A8039
14535005,A804
240459003,A804
429297003,A804
446312004,A804
28192008,A809
30057005,A809
192686004,A809
398102009,A809
398256009,A809
398327006,A809
721764008,A809
721765009,A809
866055006,A809
866124002,A809
192818008,A8100
429458009,A8100
762350007,A8100
304603007,A8101
792004,A8109
713060000,A8109
715807002,A8109
840452004,A8109
860826006,A8109
1177062005,A8109
111872008,A811
192685000,A811
359686005,A811
1163076006,A811
22255007,A812
431257006,A812
703537008,A812
722601005,A812
16058431000119100,A812
86188000,A8181
230284004,A8181
67155006,A8182
83157008,A8183
721165001,A8189
20484008,A819
186482006,A819
721219005,A819
721255002,A819
1176989007,A819
1177002007,A819
14168008,A829
59671002,A829
240461007,A829
240462000,A829
240463005,A829
240464004,A829
240465003,A829
266196000,A829
398446008,A829
415035006,A829
722887005,A829
52947006,A830
1163552008,A830
1179388006,A830
47523006,A831
422498005,A831
423592001,A831
416925005,A832
417496004,A832
417573001,A832
416129000,A833
417192005,A833
417607009,A833
66454007,A834
87048000,A834
392662004,A834
1163105007,A834
1163553003,A834
41723001,A835
61094002,A835
404235004,A835
404239005,A835
404240007,A835
416442006,A835
417075004,A835
418531007,A835
4464003,A836
230166005,A836
49142006,A838
71105005,A838
860868006,A838
1163533002,A838
1177045000,A838
186591007,A840
712986001,A841
416543004,A8481
416707008,A8481
417160009,A8481
415525005,A8489
70576008,A850
230162007,A850
35640008,A851
82547005,A851
111850006,A851
111851005,A851
230161000,A851
713260006,A851
198007,A858
6955002,A858
9602009,A858
16901001,A858
23122001,A858
40230002,A858
49172000,A858
51638003,A858
55735004,A858
86707003,A858
186499007,A858
192687008,A858
230168006,A858
230170002,A858
230174006,A858
359763008,A858
406597005,A858
407472000,A858
414014001,A858
415347009,A858
417872000,A858
420090003,A858
425740005,A858
429659006,A858
431258001,A858
721776008,A858
721790006,A858
721791005,A858
773582002,A858
788915008,A858
1163056000,A858
1163060002,A858
1163061003,A858
1163062005,A858
1163064006,A858
1163068009,A858
1163072008,A858
1163073003,A858
1163074009,A858
1163096003,A858
1163097007,A858
1163100002,A858
1163102005,A858
1163103000,A858
1163104006,A858
1163548008,A858
1163551001,A858
1177042002,A858
1177071001,A858
21664006,A86
34476008,A86
186498004,A86
192667007,A86
230144003,A86
230157006,A86
230179001,A86
428635007,A86
846660004,A86
1163098002,A86
89441000119109,A86
85402004,A870
111878007,A870
230142004,A870
230143009,A870
406568007,A870
722547006,A870
722548001,A870
1163532007,A871
41454003,A872
230154004,A872
276064006,A872
276817007,A872
397961002,A872
398136003,A872
721781004,A872
1163058004,A872
1163118004,A872
1163541002,A872
430051000124107,A872
404234000,A878
404236003,A878
404237007,A878
404238002,A878
404241006,A878
404243009,A878
131411000119107,A878
58170007,A879
77470003,A880
240482001,A880
301848005,A881
406571004,A888
406578005,A888
406599008,A888
1163535009,A888
302810003,A89
38362002,A90
722862003,A90
722863008,A90
866057003,A90
1163101003,A90
20927009,A91
409671005,A91
409676000,A91
409677009,A91
409678004,A91
409679007,A91
111864006,A920
85579005,A921
416659006,A922
417067005,A922
417702007,A922
721766005,A922
724542001,A922
397420007,A9230
763018002,A9230
430397002,A9231
404233006,A9232
417093003,A9232
402917003,A924
1163071001,A924
4003003,A928
9164007,A928
11917008,A928
28477001,A928
37780006,A928
43220007,A928
43416006,A928
46121008,A928
62674007,A928
69931008,A928
79376002,A928
186612006,A928
240502001,A928
240507007,A928
240512008,A928
400060000,A928
72880002,A930
54049006,A931
56419002,A931
76446006,A931
240519004,A931
240520005,A931
6452009,A932
721785008,A932
1020003,A938
5497006,A938
12372001,A938
24069003,A938
24776000,A938
25582006,A938
32556003,A938
36448002,A938
36751008,A938
41348000,A938
42523002,A938
44110002,A938
44362006,A938
44583001,A938
48400007,A938
48881001,A938
48922006,A938
50386009,A938
51682007,A938
52016003,A938
53632005,A938
53660007,A938
53906001,A938
58192006,A938
60774007,A938
73423000,A938
73701003,A938
74342009,A938
74581008,A938
75336004,A938
80019009,A938
80795005,A938
81182003,A938
81472005,A938
85436005,A938
89805002,A938
240515005,A938
240521009,A938
419034002,A938
419703006,A938
444100007,A938
788952008,A938
895086000,A938
16766000,A94
40610006,A94
68843000,A94
240494005,A94
240513003,A94
42100005,A950
74166005,A951
58868000,A960
721778009,A960
1163059007,A960
1163471007,A960
67247008,A961
721777004,A961
1163055001,A961
1163106008,A961
1163469007,A961
19065005,A962
73730005,A962
721779001,A962
1163057009,A962
1163468004,A962
1163470008,A962
30982007,A968
359673001,A968
716584007,A968
716585008,A968
721780003,A968
721783001,A968
721784007,A968
43489008,A980
240493004,A980
48113006,A981
23097003,A982
1163550000,A982
77503002,A983
788872004,A983
37109004,A984
240525000,A984
788870007,A984
788902004,A984
788903009,A984
40383007,A985
716864001,A985
788871006,A985
240524001,A988
721782006,A988
240523007,A99
186535001,B000
1475003,B001
111856000,B001
235054004,B001
235055003,B001
235056002,B001
235057006,B001
402886003,B001
402892009,B001
698841004,B001
736979001,B001
15983071000119100,B001
1090431000119100,B001
15982871000119100,B001
15982951000119100,B001
15983031000119100,B001
40981003,B002
51209006,B002
57920007,B002
91924004,B002
232399005,B002
232400003,B002
235058001,B002
235059009,B002
402251006,B002
402289001,B002
707129008,B002
707989006,B002
721586007,B002
1090391000119100,B002
1179379002,B003
1179380004,B003
9678009,B004
15316002,B004
23291008,B004
36420002,B004
76474001,B004
111897007,B004
230177004,B004
407450002,B004
407451003,B004
427796004,B004
428638009,B004
698726009,B004
733192006,B004
1144966008,B004
1144968009,B004
186542001,B0050
13608004,B0051
20555001,B0051
370506009,B0051
397572000,B0051
15678721000119100,B0051
15678641000119100,B0051
15678681000119100,B0051
15679241000119100,B0051
15679281000119100,B0051
15679321000119100,B0051
15679441000119100,B0051
9389005,B0052
29943008,B0052
59523007,B0052
72321008,B0052
95732006,B0052
193764001,B0052
231894008,B0052
231907006,B0052
373425009,B0052
397570008,B0052
397571007,B0052
402885004,B0052
402891002,B0052
417091001,B0052
423405007,B0052
427115009,B0052
771232003,B0052
1216994006,B0052
1217004007,B0052
345661000119104,B0052
346451000119107,B0052
678881000119107,B0052
678891000119105,B0052
678901000119109,B0052
15692601000119100,B0052
15692641000119100,B0052
15692681000119100,B0052
15692841000119100,B0052
15692881000119100,B0052
15692921000119100,B0052
15692961000119100,B0052
15693001000119100,B0052
15693041000119100,B0052
15992511000119100,B0052
15992551000119100,B0052
15992591000119100,B0052
15989191000119100,B0053
15989151000119100,B0053
15989231000119100,B0053
186544000,B0059
186552002,B0059
315288007,B0059
422570005,B0059
425062004,B0059
711646009,B0059
870329005,B0059
870332008,B0059
1163479009,B0059
15681241000119100,B0059
15681201000119100,B0059
15681281000119100,B0059
15735481000119100,B0059
15735521000119100,B0059
13710008,B007
16592009,B007
402120005,B007
448784003,B007
762280004,B007
770349000,B007
302919001,B0081
1087101000119100,B0081
426599002,B0082
866130002,B0082
866132005,B0082
19663002,B0089
43891009,B0089
50170006,B0089
73787001,B0089
82128000,B0089
84890004,B0089
111854002,B0089
200707008,B0089
233624006,B0089
240476004,B0089
240477008,B0089
406586005,B0089
714746001,B0089
721767001,B0089
721768006,B0089
788962001,B0089
432731000124104,B0089
1090451000119100,B0089
23513009,B009
37323009,B009
88594005,B009
111853008,B009
240481008,B009
407452005,B009
713446007,B009
713730000,B009
721265008,B009
82121000119104,B009
82131000119101,B009
11056091000119100,B009
11100991000119100,B009
186509002,B0111
28721000119108,B0112
31920006,B012
195911009,B012
23737006,B0189
38907003,B0189
235603003,B0189
240468001,B0189
402899000,B0189
1163483009,B0189
1179456002,B0189
309465005,B019
230176008,B020
10491005,B021
21954000,B0221
72839009,B0221
95670000,B0221
400020001,B0221
733167008,B0221
4151000119102,B0221
2177002,B0222
17974002,B0222
106155008,B0222
230536009,B0222
423628002,B0222
713831005,B0222
76462000,B0223
193190005,B0223
282741006,B0223
282742004,B0223
17111003,B0229
230597003,B0229
240470005,B0229
402897003,B0229
402898008,B0229
424941009,B0229
713829001,B0229
838357005,B0229
12551000132107,B0229
49183009,B0230
87513003,B0230
186524006,B0230
10698009,B0232
89114005,B0232
420485005,B0232
331071000119101,B0232
15678841000119100,B0232
15678761000119100,B0232
15678801000119100,B0232
15991711000119100,B0232
15991751000119100,B0232
15991791000119100,B0232
42448002,B0233
111861003,B0233
397573005,B0233
410509003,B0233
422446008,B0233
422666006,B0233
423903007,B0233
424435009,B0233
424801004,B0233
426570007,B0233
334701000119106,B0233
340301000119102,B0233
345551000119102,B0233
15685201000119100,B0233
15992271000119100,B0233
15992311000119100,B0233
15680201000119100,B0233
15680241000119100,B0233
15680281000119100,B0233
15685281000119100,B0233
15989271000119100,B0233
15989311000119100,B0233
15989351000119100,B0233
15992351000119100,B0233
410578007,B0234
343641000119104,B0234
16000791000119100,B0234
1087131000119100,B0234
16000751000119100,B0234
16000831000119100,B0234
231803006,B0239
231986000,B0239
416718008,B0239
421029004,B0239
422471006,B0239
425356002,B0239
1163465001,B0239
331911000119105,B0239
337531000119101,B0239
15681321000119100,B0239
15685121000119100,B0239
15681361000119100,B0239
15681401000119100,B0239
15685081000119100,B0239
55560002,B027
240474001,B027
713964006,B027
33832002,B028
36292003,B028
59979003,B028
230262004,B028
240471009,B028
240472002,B028
240473007,B028
410500004,B028
713250002,B028
12561000132105,B028
4740000,B029
111859007,B029
432728006,B029
449783002,B029
713733003,B029
723109003,B029
2490001000004100,B029
47452006,B03
51423006,B03
67924001,B03
72294005,B03
74724001,B03
86497005,B03
409641002,B03
359814004,B04
1290801000000100,B04
1290821000000100,B04
1290841000000100,B04
192727001,B050
416154000,B050
723110008,B050
186561002,B051
230146001,B051
406592004,B051
721243008,B051
191727003,B052
195900001,B052
233625007,B052
13420004,B053
38921001,B054
186562009,B054
28463004,B0581
60013002,B0581
74918002,B0589
240483006,B0589
417145006,B0589
14189004,B059
111873003,B059
240484000,B059
271667004,B059
424306000,B059
186567003,B0600
10082001,B0601
13225007,B0601
1092351000119100,B0601
111868009,B0602
1092361000119100,B0681
19431000,B0682
111213004,B0682
1857005,B0689
64190005,B0689
186570004,B0689
231985001,B0689
232310008,B0689
232312000,B0689
240485004,B0689
277138006,B0689
36653000,B069
13338002,B070
63440008,B070
240534005,B070
240540003,B070
240541004,B070
447146004,B070
12241911000119100,B070
12241951000119100,B070
12277551000119100,B070
19138001,B078
43021004,B078
240533004,B078
240535006,B078
240538008,B078
240539000,B078
402905000,B078
446901009,B078
1197333008,B078
57019003,B079
240536007,B079
240537003,B079
240542006,B079
254676008,B079
266114001,B079
298128008,B079
402124001,B079
402904001,B079
402906004,B079
402907008,B079
402908003,B079
402909006,B079
446771003,B079
446985003,B079
871634008,B079
1179409000,B079
1186725001,B079
70090004,B08010
186506009,B08010
1177184008,B08011
74050005,B0802
27240009,B0803
414017008,B0803
414015000,B0809
1163078007,B0809
240467006,B081
397515005,B081
397569007,B081
721589000,B081
721590009,B081
765782003,B081
54385001,B0821
402420001,B0821
402902002,B0821
402565007,B0822
402903007,B0822
34730008,B083
721774006,B083
266108008,B084
698257008,B084
186659004,B085
195662009,B085
